67134,22,0.2041154000,0,12
98412,23,0.2993497000,0,15
8002,17,0.0316942000,0,13
134664,25,0.3310596000,0,17
5209,16,0.0096307000,0,10
59830,22,0.1381462000,0,12
71614,22,0.1805177000,0,14
42704,21,0.0973112000,0,11
10486,17,0.0178222000,0,7
55230,21,0.1373680000,0,13
86288,23,0.2065614000,0,15
87902,23,0.2197867000,0,11
24271,19,0.0592890000,0,13
62911,22,0.1598411000,0,14
17550,19,0.0397543000,0,13
67976,22,0.1605615000,0,10
17534,20,0.0394975000,0,10
51926,21,0.1235678000,0,19
65081,22,0.1538939000,0,18
143165,26,0.3185798000,0,16
6175,16,0.0152444000,0,14
4890,16,0.0111804000,0,10
112680,25,0.2497537000,0,15
59140,22,0.1327196000,0,14
86044,23,0.1995184000,0,13
124428,25,0.2749081000,0,15
41237,21,0.1019624000,0,15
1904,13,0.0037916000,0,7
89286,23,0.2052540000,0,13
96167,24,0.2162496000,0,16
108997,24,0.2496390000,0,14
6800,16,0.0134298000,0,12
5771,18,0.0119913000,0,16
91221,23,0.2140437000,0,13
146642,26,0.3240570000,0,14
163678,27,0.3702579000,0,17
43978,22,0.1073089000,0,14
149038,26,0.3243238000,0,14
57509,22,0.1322682000,0,12
127337,25,0.2795325000,0,13
3155,14,0.0072824000,0,8
141058,25,0.3305660000,0,19
76352,23,0.1812372000,0,11
138185,26,0.3024693000,0,16
96629,24,0.2156261000,0,14
117820,24,0.2707631000,0,20
53649,22,0.1265729000,0,14
76864,23,0.1782406000,0,15
49526,21,0.1141952000,0,11
162264,28,0.3652912000,0,16
37917,20,0.0889884000,0,12
163708,27,0.3661331000,0,15
18375,19,0.0442452000,0,11
135966,26,0.2975796000,0,16
16644,18,0.0426929000,0,12
113398,24,0.2642418000,0,16
9006,18,0.0168061000,0,8
91545,24,0.2145288000,0,12
91593,23,0.2152543000,0,17
116022,24,0.2771317000,0,16
170975,27,0.4673433000,0,19
132375,25,0.2892067000,0,13
43631,21,0.1001712000,0,15
61343,22,0.1346034000,0,18
160228,28,0.3426521000,0,14
29548,20,0.0718109000,0,16
166627,27,0.3689252000,0,17
165544,27,0.3787340000,0,15
130012,25,0.3060848000,0,19
101428,24,0.2475543000,0,10
99337,24,0.2439045000,0,16
69657,22,0.1814150000,0,16
169153,27,0.4836750000,0,15
146614,26,0.3914853000,0,18
156227,27,0.3972466000,0,11
144168,26,0.3565633000,0,20
32178,20,0.0790224000,0,14
149505,26,0.3312657000,0,16
6810,16,0.0124170000,0,10
165286,27,0.4000363000,0,17
20088,19,0.0424656000,0,11
134133,25,0.2990871000,0,21
3471,15,0.0056200000,0,11
9452,17,0.0231611000,0,13
4001,15,0.0094471000,0,7
126242,25,0.2868855000,0,17
10951,17,0.0285553000,0,11
163949,27,0.3758989000,0,17
32194,20,0.0810057000,0,8
37083,20,0.0948129000,0,12
161259,27,0.4759699000,0,21
145000,26,0.3157447000,0,18
68791,22,0.1612996000,0,12
69185,22,0.1672801000,0,14
66051,22,0.1578868000,0,12
25603,19,0.0580819000,0,17
30499,20,0.0734820000,0,8
45472,21,0.1124296000,0,9
106698,24,0.2770557000,0,14
125004,25,0.2712675000,0,13
